viral proteins S,viral proteins N,viral genetic material RNA,Temperature,out_1,out_2,out_3
0.56,0.66,0.33,25,0,1,0
0.53,0.37,0.63,6,0,1,0
0.06,0.01,0.73,6,1,0,0
0.99,0.07,0.39,10,0,1,0
0.83,0.11,0.91,1,0,0,1
0.86,0.14,0.19,12,1,0,0
0.71,0.81,0.62,12,0,0,1
0.81,0.63,0.2,8,0,1,0
0.61,0.26,0.69,19,0,1,0
0.68,0.85,0.45,9,0,0,1
0.02,0.37,0.9,1,0,1,0
0.37,0.71,0.76,15,0,0,1
0.62,0.03,0.25,25,1,0,0
0.99,0.05,0.87,2,0,0,1
0.67,0.46,0.42,16,0,1,0
0.9,0.67,0.09,1,0,1,0
0.84,0.08,0.02,22,1,0,0
0.98,0.69,0.66,22,0,0,1
0.59,0.25,0.5,23,0,1,0
0.18,0.51,0.33,20,1,0,0
0.45,0.76,0.75,2,0,0,1
0.33,0.91,0.71,11,0,0,1
0.98,0.8,0.71,25,0,0,1
0.45,0.14,0.58,21,1,0,0
0.74,0.65,0.51,15,0,0,1
0.8,0.25,0.54,14,0,1,0
0.78,0.24,0.64,9,0,1,0
0.89,0.24,0.34,22,0,1,0
0.47,0.31,0.66,10,0,1,0
0.83,0.63,0.44,23,0,0,1
0.23,0.59,0.12,6,1,0,0
0.81,0.49,0.93,18,0,0,1
0.58,0.9,0.25,9,0,1,0
0.68,0.84,0.95,12,0,0,1
0.3,0.67,0.01,23,1,0,0
0.65,0.64,0.26,23,0,1,0
0.54,0.35,0.77,17,0,1,0
0.42,0.48,0.82,10,0,1,0
0.89,0.4,0.37,1,0,1,0
0.71,0.07,0.02,7,1,0,0
0.72,0.8,0.47,6,0,0,1
0.79,0.02,0.73,12,0,1,0
0.34,0.76,0.52,1,0,1,0
0.95,0.12,0.14,12,0,1,0
0.66,0.53,0.39,7,0,1,0
0.6,0.01,0.7,16,0,1,0
0.93,0.25,0.24,14,0,1,0
0.38,0.91,0.53,17,0,0,1
0.55,0.68,0.71,14,0,0,1
0.47,0.8,0.51,12,0,1,0
0.01,0.08,0.88,19,1,0,0
0.64,0.1,0.17,3,1,0,0
0.37,0.07,0.97,22,0,1,0
0.39,0.24,0.86,24,0,1,0
0.41,0.86,0.9,2,0,0,1
0.33,0.81,0.81,4,0,0,1
0.02,0.47,0.43,23,1,0,0
0.56,0.1,0.46,9,1,0,0
0.17,0.28,0.93,15,0,1,0
0.29,0.22,0.7,3,0,1,0
0.64,0.79,0.15,19,0,1,0
0.86,0.61,0.34,21,0,0,1
0.47,0.85,0.72,17,0,0,1
0.18,0.51,0.27,4,1,0,0
0.25,0.03,0.12,25,1,0,0
0.57,0.92,0.37,3,0,0,1
0.74,0.88,0.87,6,0,0,1
0.76,0.42,0.31,4,0,1,0
0.52,0.84,0.6,15,0,0,1
0.88,0.62,0.76,13,0,0,1
0.86,0.35,0.36,23,0,1,0
0.85,0.97,0.25,5,0,0,1
0.5,0.08,0.59,15,1,0,0
0.53,0.01,0.05,4,1,0,0
0.91,0.15,0.85,20,0,0,1
0.43,0.12,0.75,1,0,1,0
0.72,0.61,0.82,18,0,0,1
0.02,0.67,0.86,20,0,1,0
0.97,0.71,0.49,23,0,0,1
0.1,0.02,0.11,5,1,0,0
0.64,0.45,0.14,9,0,1,0
0.1,0.55,0.23,3,1,0,0
0.49,0.9,0.93,20,0,0,1
0.56,0.98,0.89,11,0,0,1
0.58,0.6,0.66,19,0,0,1
0.77,0.91,0.63,21,0,0,1
0.47,0.75,0.42,21,0,1,0
0.61,0.62,0.35,3,0,1,0
0.14,0.23,0.89,7,0,1,0
0.78,0.77,0.17,19,0,1,0
0.03,0.58,0.8,23,0,1,0
0.54,0.6,0.63,4,0,1,0
0.88,0.34,0.23,25,0,1,0
0.07,0.69,0.99,7,0,1,0
0.7,0.37,0.54,1,0,1,0
0.69,0.11,0.95,20,0,1,0
0.3,0.27,0.39,4,1,0,0
0.42,0.95,0.29,22,0,1,0
0.59,0.02,0.46,2,1,0,0
0.64,0.08,0.51,15,0,1,0
0.77,0.6,0.47,25,0,0,1
0.12,0.79,0.61,18,0,1,0
0.64,0.29,0.74,3,0,1,0
0.39,0.84,0.73,23,0,0,1
0.9,0.03,0.52,25,0,1,0
0.99,0.29,0.34,15,0,1,0
0.93,0.69,0.32,3,0,0,1
0.91,0.86,0.37,16,0,0,1
0.48,0.55,0.39,13,0,1,0
0.37,1,0.64,2,0,0,1
0.76,0.9,0.88,3,0,0,1
0.12,0.94,0.98,23,0,0,1
0.29,0.89,0.52,9,0,1,0
0.54,0.9,0,16,0,1,0
0.57,0.08,0.11,12,1,0,0
0.94,0.49,0.41,15,0,0,1
0.98,0.38,0.97,16,0,0,1
0.21,0.34,0.25,6,1,0,0
0.93,0.55,0.35,23,0,0,1
0.48,0.91,0.75,6,0,0,1
0.18,0.8,0.46,18,0,1,0
0.76,0.32,0.96,3,0,0,1
0.43,0.31,0.51,12,0,1,0
0.63,0.88,0.36,20,0,0,1
0.59,0.77,0.74,19,0,0,1
0.51,0.98,0.12,5,0,1,0
0.99,0.64,0.92,15,0,0,1
0.09,0.03,0.72,7,1,0,0
0.5,0.07,0.8,25,0,1,0
0.67,0.7,0.82,8,0,0,1
0.15,0.47,0.15,10,1,0,0
0.95,0.78,0.63,6,0,0,1
0.72,0.95,0.88,8,0,0,1
0.37,0.98,0.89,6,0,0,1
0.39,0.5,0.08,19,1,0,0
0.04,0.19,0.93,11,1,0,0
0.13,0.58,0.91,3,0,1,0
0.79,0.88,0.01,19,0,1,0
0.53,0.82,0.59,22,0,0,1
0.87,0.76,0.52,15,0,0,1
0.5,0.4,0.32,25,0,1,0
0.79,0.78,0.27,19,0,0,1
0.62,0.58,0.39,20,0,1,0
0.98,0.64,0.19,25,0,0,1
0.2,0.08,0.06,9,1,0,0
0.01,0.82,0.5,19,0,1,0
0.99,0.09,0.72,16,0,0,1
0.88,0.27,0.39,20,0,1,0
0.45,0.36,0.68,22,0,1,0
0.36,0.84,0.05,2,0,1,0
0.62,0.42,0.88,20,0,0,1
0.77,0.84,0.21,22,0,0,1
0.79,0.23,0.37,4,0,1,0
0.45,0.59,0.06,3,1,0,0
0.71,0.74,0.84,21,0,0,1
0.93,0.62,0.57,11,0,0,1
0.15,0.31,0.74,1,0,0,0
0.21,0.41,0.67,23,0,1,0
0.97,0.33,0.97,6,0,0,1
0.44,0.9,0.76,24,0,0,1
0.02,0.74,0.11,23,1,0,0
0.96,0.99,0.33,8,0,0,1
0.81,0.82,0.68,19,0,0,1
0.97,0.94,0.48,9,0,0,1
0.84,0.99,0.82,6,0,0,1
0.61,0.36,0.12,22,1,0,0
0.7,0.26,0.42,19,0,1,0
0.41,0.1,0.76,21,0,1,0
0.57,0.19,0.72,12,0,1,0
0.57,0.54,0.52,17,0,1,0
0.94,0.04,0.42,7,0,1,0
0.29,0.03,0.58,20,1,0,0
0.86,0.17,0.19,20,0,1,0
0.96,0.61,0.1,20,0,1,0
0.08,0.73,0.74,22,0,1,0
0.79,0.95,0.65,8,0,0,1
0.8,0.32,0.64,15,0,1,0
0.5,0.13,0.59,14,0,1,0
0.83,0.08,0.61,4,0,1,0
0.68,0.49,0.61,15,0,1,0
0.14,0.37,0.36,18,1,0,0
0.24,0.46,0.05,21,1,0,0
0.9,0.4,0.65,21,0,0,1
0.81,0.79,0.58,17,0,0,1
0.77,0.83,0.85,6,0,0,1
0.37,0.31,0.05,5,1,0,0
0.55,0.64,0.56,18,0,1,0
0.44,0.32,0.6,25,0,1,0
0.99,0.29,0.51,6,0,1,0
0.37,0.65,0.71,11,0,1,0
0.39,0.83,0.52,6,0,1,0
0.44,0.94,0.45,6,0,0,1
0.26,0.81,0.88,23,0,0,1
0.48,0.64,1,22,0,0,1
0.57,0.98,0.6,24,0,0,1
0.25,0.3,0.09,8,1,0,0
0.21,0.74,0.81,22,0,1,0
0.88,0.73,0.24,15,0,0,1
0.65,0.64,0.85,7,0,0,1
0.32,0.48,0.78,22,0,1,0
0.16,0.61,0.41,2,1,0,0
0.26,0.52,0.11,12,1,0,0
0.83,0.91,0.73,11,0,0,1
0.85,0.5,0.27,20,0,1,0
0.6,0.22,0.3,1,1,0,0
0.95,0.17,0.32,24,0,1,0
0.52,0.64,0.23,11,0,1,0
0.95,0.81,0.45,23,0,0,1
0.13,0.05,0.87,22,1,0,0
0.55,0.88,0.86,13,0,0,1
0.77,0.46,0.43,14,0,1,0
0.61,0.22,1,12,0,0,1
0.37,0.09,0.01,23,1,0,0
0.99,0.1,0.25,3,0,1,0
0.59,0.35,0.97,18,0,0,1
0.02,0.68,0.04,3,1,0,0
0.14,0.74,0.92,18,0,0,1
0.36,0.99,0.7,3,0,0,1
0.8,0.81,0.49,13,0,0,1
0.02,0.72,0.97,24,0,1,0
0.11,0.28,0.21,20,1,0,0
0.34,0.65,0.98,2,0,0,1
0.6,0.62,0.79,20,0,0,1
0.67,0.06,0.96,12,0,1,0
0.56,0.96,0.15,4,0,1,0
0.88,0.47,0.34,24,0,1,0
0.61,0.32,0.31,21,0,1,0
0.6,0.35,0.57,1,0,1,0
0.63,0.02,0.58,4,0,1,0
0.79,0.63,0.95,25,0,0,1
0.94,0.5,0.47,3,0,0,1
0.48,0.73,0.13,2,0,1,0
0.37,0.83,0.91,12,0,0,1
0.4,0.23,0.98,19,0,1,0
0.37,0.24,0.64,21,0,1,0
0.38,0.06,0.99,12,0,1,0
0.66,0.47,0.27,14,0,1,0
0.13,0.26,0.16,23,1,0,0
0.71,0.1,0.88,6,0,1,0
0.06,0.48,0.78,2,0,1,0
0.78,0.9,0.86,19,0,0,1
0.83,0.21,0.04,15,1,0,0
0.88,0.47,0.91,2,0,0,1
0.99,0.08,0.29,23,0,1,0
0.67,0.7,0.03,15,0,1,0
0.78,0.5,0.65,6,0,0,1
0.93,0.82,0.34,8,0,0,1
0.73,0.21,0.52,12,0,1,0
0.02,0.01,0.55,22,1,0,0
0.13,0.15,0.91,7,1,0,0
0.68,0.26,0.38,20,0,1,0
0.49,0.7,0.45,1,0,1,0
0.32,0.66,0.74,10,0,1,0
0.17,0.05,0.28,1,1,0,0
0.65,0.96,0.46,9,0,0,1
0.67,0.81,0.42,21,0,0,1
0.99,0.87,0.86,21,0,0,1
0.65,0.07,0.86,6,0,1,0
0.82,0.12,0.22,21,1,0,0
0.27,0.33,0.77,24,0,1,0
0.19,0.62,0.53,6,0,1,0
0.79,0.76,0.4,23,0,0,1
0.5,0.29,0.33,23,1,0,0
0.34,0.8,0.6,8,0,1,0
0.13,0.96,0.31,15,0,1,0
0.78,0.1,0.09,11,1,0,0
0.89,0.04,0.05,24,1,0,0
0.9,0.69,0.54,18,0,0,1
0.66,0.41,0.61,22,0,1,0
0.22,0.43,0.33,15,1,0,0
0.22,0.09,0.41,17,1,0,0
0.07,0.71,0.89,22,0,1,0
0.2,0.47,0.66,11,0,1,0
0.28,0.74,0.91,16,0,0,1
0.81,0.22,0.39,10,0,1,0
0.8,0.99,0.55,4,0,0,1
0.86,0.61,0.95,5,0,0,1
0.54,0.26,0.06,1,1,0,0
0.09,0.52,0.27,14,1,0,0
0.29,0.47,0.93,20,0,1,0
0.57,0.1,0.19,14,1,0,0
0.73,0.74,0.15,25,0,1,0
0.68,0.44,0.09,1,0,1,0
0.04,0.73,0.86,8,0,1,0
0.11,0.37,0.26,14,1,0,0
0.04,0.55,0.16,20,1,0,0
0.43,0.47,0.76,8,0,1,0
0.87,0.31,0.25,24,0,1,0
0.22,0.09,0.17,1,1,0,0
0.14,0.64,0.44,21,0,1,0
0.63,0.35,0.08,18,1,0,0
0.17,0.95,0.68,7,0,0,1
0.85,0.01,0.69,22,0,1,0
0.83,0.36,0.41,15,0,1,0
0.09,0.59,0.39,13,1,0,0
0.5,0.29,0.87,14,0,1,0
0.74,0.53,0.75,10,0,0,1
0.42,0.37,0.83,17,0,1,0
0.31,0.2,0.37,23,1,0,0
0.77,0.43,0.42,19,0,1,0
0.24,0.83,0.14,11,0,1,0
